x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.34568357467651367,0.6287051439285278,-4.020086521450139e-07,0.35225915908813477,0.5187459588050842,0.0012909731594845653,0.3993504047393799,0.43164658546447754,-0.005687725264579058,0.4573889970779419,0.3725651800632477,-0.012030359357595444,0.49684083461761475,0.32601070404052734,-0.014483059756457806,0.4315066337585449,0.4188413619995117,-0.02889963798224926,0.5199486613273621,0.4090231955051422,-0.04172321781516075,0.5007590651512146,0.434104323387146,-0.04180552065372467,0.4701926112174988,0.4450317621231079,-0.03906597942113876,0.45337721705436707,0.48717400431632996,-0.03616182878613472,0.5298514366149902,0.47760167717933655,-0.03466391935944557,0.5104079842567444,0.49661993980407715,-0.024335762485861778,0.48257261514663696,0.5029866099357605,-0.021209508180618286,0.47003182768821716,0.5572585463523865,-0.04192977771162987,0.5306544303894043,0.5383493900299072,-0.038174718618392944,0.511887788772583,0.5545584559440613,-0.018794722855091095,0.4855925738811493,0.5622279047966003,-0.01033057551831007,0.4816092252731323,0.6192471981048584,-0.04731059446930885,0.5269739627838135,0.5907002687454224,-0.03888304531574249,0.5087902545928955,0.6035811901092529,-0.01864977367222309,0.4871940314769745,0.6131775379180908,-0.0063734641298651695,A
0.36846309900283813,0.6494028568267822,-4.078332835888432e-07,0.3710569143295288,0.5383316874504089,0.00226783100515604,0.41642412543296814,0.44921064376831055,-0.003458798862993717,0.4737095534801483,0.3882134258747101,-0.008815762586891651,0.5123408436775208,0.3416622281074524,-0.010442898608744144,0.4489165246486664,0.4393346309661865,-0.02526763826608658,0.5351409316062927,0.42616769671440125,-0.03768226131796837,0.5132986307144165,0.4476394057273865,-0.037765663117170334,0.484445184469223,0.4602864384651184,-0.03515712544322014,0.469279944896698,0.5069135427474976,-0.03273793309926987,0.5419021844863892,0.49010932445526123,-0.03181980550289154,0.5204342007637024,0.5044102668762207,-0.02143177203834057,0.4942375123500824,0.5134773254394531,-0.01768065057694912,0.4845218360424042,0.5742983818054199,-0.038873735815286636,0.5407018065452576,0.5509753227233887,-0.0357685312628746,0.5199494361877441,0.5650261044502258,-0.0163774024695158,0.4958132207393646,0.5754759311676025,-0.007174093741923571,0.4955114424228668,0.6337893605232239,-0.04455193132162094,0.5369107127189636,0.6004923582077026,-0.035979919135570526,0.5163804888725281,0.6127991676330566,-0.01541169174015522,0.496511846780777,0.6257937550544739,-0.0026566411834210157,A
0.3766085207462311,0.656397819519043,-3.968185353642184e-07,0.3753323256969452,0.5433697700500488,-0.0020642720628529787,0.41876310110092163,0.4513271450996399,-0.008554365485906601,0.47356489300727844,0.38968995213508606,-0.013980315066874027,0.5114319920539856,0.34083297848701477,-0.01498375739902258,0.45015785098075867,0.45295366644859314,-0.027337312698364258,0.5351864099502563,0.42210131883621216,-0.04234635829925537,0.5085239410400391,0.4369223713874817,-0.04353759065270424,0.47846606373786926,0.45520153641700745,-0.04044431820511818,0.47272002696990967,0.5208169221878052,-0.03213789686560631,0.5432732701301575,0.48200830817222595,-0.034734610468149185,0.5183671116828918,0.4887150228023529,-0.024497145786881447,0.4926738440990448,0.5053560733795166,-0.019032202661037445,0.48876070976257324,0.5840237140655518,-0.03636644035577774,0.5432026982307434,0.5411652326583862,-0.036094073206186295,0.5203641057014465,0.5484122633934021,-0.017453493550419807,0.4969587028026581,0.5648974180221558,-0.007156810257583857,0.5010107755661011,0.6374269723892212,-0.04043979197740555,0.5411056280136108,0.5893862247467041,-0.03385792672634125,0.5203188061714172,0.5957844853401184,-0.014717892743647099,0.5017659664154053,0.6133410334587097,-0.002110233996063471,A
0.36219322681427,0.6592034697532654,-4.0804076206768514e-07,0.3774619698524475,0.5578356981277466,0.003086881944909692,0.43204089999198914,0.47459477186203003,-0.003749043680727482,0.4887768626213074,0.41387343406677246,-0.010069443844258785,0.5231145620346069,0.35881951451301575,-0.012953940778970718,0.4586193263530731,0.44547292590141296,-0.03332469239830971,0.5458563566207886,0.4473629891872406,-0.04723386839032173,0.5278151035308838,0.4824245274066925,-0.04728242754936218,0.4968821406364441,0.491899311542511,-0.044988032430410385,0.47596532106399536,0.507621705532074,-0.0431993305683136,0.5566136837005615,0.5223644375801086,-0.04197555407881737,0.5355679988861084,0.5497660636901855,-0.03102392703294754,0.5077284574508667,0.5485825538635254,-0.028744705021381378,0.48859119415283203,0.5763031840324402,-0.05121038854122162,0.5558868050575256,0.5889317989349365,-0.04865191504359245,0.5307803750038147,0.6092458367347717,-0.029206372797489166,0.5015442967414856,0.6074803471565247,-0.021981006488204002,0.4946274757385254,0.6402983665466309,-0.05872012674808502,0.5447562336921692,0.6411443948745728,-0.05233655497431755,0.5192329287528992,0.659119725227356,-0.03312345966696739,0.49377721548080444,0.6607035398483276,-0.02227838523685932,A
0.35869714617729187,0.6828703880310059,-4.241613851263537e-07,0.36369407176971436,0.5716682076454163,-0.0004767046484630555,0.41079381108283997,0.485140323638916,-0.00663771154358983,0.4692741930484772,0.4241698384284973,-0.01171062234789133,0.5064191222190857,0.3728010058403015,-0.01277708075940609,0.44315624237060547,0.47755467891693115,-0.029702847823500633,0.5305156111717224,0.45334768295288086,-0.044501882046461105,0.5053290724754333,0.47663170099258423,-0.04597875848412514,0.47546499967575073,0.4922317564487457,-0.04388700798153877,0.46667933464050293,0.5453329682350159,-0.03579164296388626,0.5404473543167114,0.517751932144165,-0.035328853875398636,0.5157976150512695,0.5322163701057434,-0.02395498938858509,0.48929572105407715,0.5437631011009216,-0.01924722082912922,0.4822753667831421,0.6119949221611023,-0.04093300551176071,0.5400106310844421,0.5841423869132996,-0.03764704242348671,0.5155580043792725,0.5958185195922852,-0.01719851791858673,0.49064552783966064,0.6074340343475342,-0.007555230520665646,0.49194106459617615,0.6713711619377136,-0.04601827263832092,0.5285028219223022,0.6405384540557861,-0.03783328831195831,0.5058953166007996,0.649966835975647,-0.018028292804956436,0.48726025223731995,0.6621647477149963,-0.0059088910929858685,A
0.3438887596130371,0.6617775559425354,-3.429451567171782e-07,0.3603588938713074,0.5570455193519592,0.0018014174420386553,0.41487181186676025,0.482318639755249,-0.004116473253816366,0.47931572794914246,0.44139906764030457,-0.009567184373736382,0.524049699306488,0.40862441062927246,-0.011024677194654942,0.453230082988739,0.4832009971141815,-0.023130308836698532,0.5387569069862366,0.49356716871261597,-0.033704377710819244,0.5163290500640869,0.506280243396759,-0.03205627575516701,0.4856526851654053,0.5116698145866394,-0.028230838477611542,0.463381826877594,0.547876238822937,-0.02991773560643196,0.538772702217102,0.5485367774963379,-0.028748484328389168,0.5175173878669739,0.5563262104988098,-0.0179813914000988,0.4893568456172943,0.5594815611839294,-0.013611430302262306,0.4674559533596039,0.61228346824646,-0.03555939719080925,0.5278841853141785,0.6052868366241455,-0.03239843249320984,0.5065804123878479,0.6142660975456238,-0.013648918829858303,0.47968873381614685,0.6183265447616577,-0.004771143198013306,0.468045175075531,0.6706178784370422,-0.04087245464324951,0.5137088298797607,0.6529110074043274,-0.03340889513492584,0.49376004934310913,0.6587333083152771,-0.015020838938653469,0.47153645753860474,0.6627017259597778,-0.003730692667886615,A
0.3706708252429962,0.6885291337966919,-3.8870541629876243e-07,0.3823007345199585,0.5747479200363159,-0.0013670172775164247,0.4363694190979004,0.49315357208251953,-0.00581918703392148,0.49463146924972534,0.44506555795669556,-0.009025925770401955,0.5342696309089661,0.40730488300323486,-0.007682054303586483,0.4614052176475525,0.5142909288406372,-0.025219256058335304,0.5455937385559082,0.4887828230857849,-0.038781024515628815,0.51695716381073,0.4939039349555969,-0.03870964050292969,0.4870423972606659,0.507906973361969,-0.034675002098083496,0.47585439682006836,0.5824816823005676,-0.029111946001648903,0.5480031967163086,0.5436611771583557,-0.0326610766351223,0.5221057534217834,0.5392088890075684,-0.022277051582932472,0.49548014998435974,0.5528526902198792,-0.015514897182583809,0.4838777482509613,0.6410151720046997,-0.03241525590419769,0.5376967191696167,0.5979204177856445,-0.031942930072546005,0.5152705907821655,0.5963010787963867,-0.014095437712967396,0.49230068922042847,0.6094729900360107,-0.0037380014546215534,0.48930278420448303,0.6885141134262085,-0.035603586584329605,0.5274121165275574,0.6426846385002136,-0.027844436466693878,0.507586658000946,0.6411572694778442,-0.009787634946405888,0.48950737714767456,0.6549074053764343,0.0019215673673897982,A
0.4282705783843994,0.6661800742149353,-3.989170807017217e-07,0.4360519051551819,0.5622879266738892,-0.0026787444949150085,0.4821658730506897,0.4820546507835388,-0.0095343217253685,0.5366162061691284,0.42371296882629395,-0.01498484332114458,0.5776781439781189,0.38448214530944824,-0.01689307577908039,0.5180689096450806,0.48220008611679077,-0.027210863307118416,0.5919302105903625,0.46844494342803955,-0.03801533207297325,0.568360447883606,0.486768513917923,-0.038191623985767365,0.5412907600402832,0.49839118123054504,-0.03613850474357605,0.5355706810951233,0.5477238297462463,-0.0305893924087286,0.5907030701637268,0.5312415361404419,-0.0275968499481678,0.5684081315994263,0.5408976674079895,-0.018162444233894348,0.5447597503662109,0.5490713715553284,-0.015449133701622486,0.5451826453208923,0.6109954714775085,-0.032973457127809525,0.5802968740463257,0.5883699059486389,-0.027793822810053825,0.5612903833389282,0.5962887406349182,-0.012353302910923958,0.5409724116325378,0.6056668758392334,-0.006357105448842049,0.55025315284729,0.6648686528205872,-0.03520820289850235,0.572457492351532,0.6336148381233215,-0.02590252086520195,0.5553796291351318,0.6394184827804565,-0.009285949170589447,0.5402783155441284,0.6507193446159363,0.0004920787177979946,A
0.40664809942245483,0.6799686551094055,-3.9735010659569525e-07,0.41932380199432373,0.5774072408676147,-0.00017531876801513135,0.468455046415329,0.4997709393501282,-0.007824200205504894,0.5301495790481567,0.4493950307369232,-0.014317205175757408,0.5746386647224426,0.41563498973846436,-0.017194170504808426,0.5111775994300842,0.49569469690322876,-0.029538169503211975,0.5914585590362549,0.501550018787384,-0.041841138154268265,0.5685490369796753,0.5262080430984497,-0.042645569890737534,0.5397102236747742,0.5331360101699829,-0.04130588471889496,0.5259342193603516,0.5627705454826355,-0.036065105348825455,0.5907342433929443,0.5683841705322266,-0.03331334516406059,0.5677099823951721,0.5834504961967468,-0.023064278066158295,0.5409361720085144,0.5834405422210693,-0.020490428432822227,0.5327335596084595,0.630906879901886,-0.041298091411590576,0.5780025720596313,0.6294155120849609,-0.03601139038801193,0.5553234815597534,0.6407808661460876,-0.017366450279951096,0.531035840511322,0.6424525380134583,-0.010148514993488789,0.5340234041213989,0.6921781301498413,-0.04646976292133331,0.5643869638442993,0.679673969745636,-0.03837818652391434,0.5426262021064758,0.6874497532844543,-0.020118068903684616,0.5230708122253418,0.6915633082389832,-0.009387699887156487,A
0.3807145953178406,0.7350765466690063,-4.174783043708885e-07,0.38319331407546997,0.6216988563537598,-0.0030516451224684715,0.42868316173553467,0.5304695963859558,-0.010445773601531982,0.4851694703102112,0.46863532066345215,-0.016292447224259377,0.523852527141571,0.41972431540489197,-0.017599111422896385,0.4640624225139618,0.5469619035720825,-0.03325312212109566,0.5500093698501587,0.5007691383361816,-0.048428889364004135,0.522703230381012,0.5155277252197266,-0.04885583743453026,0.4937796890735626,0.5369693040847778,-0.045226845890283585,0.48547977209091187,0.6127678751945496,-0.0373845212161541,0.5587390065193176,0.5627768039703369,-0.03982983157038689,0.5309845805168152,0.566781222820282,-0.027849074453115463,0.5036789178848267,0.5846383571624756,-0.02111952006816864,0.4978039860725403,0.6717491149902344,-0.04076670482754707,0.552144467830658,0.6249752044677734,-0.0390571765601635,0.5281158685684204,0.6281445026397705,-0.019856778904795647,0.5048656463623047,0.6443086862564087,-0.009906706400215626,0.5049782991409302,0.7210979461669922,-0.044209666550159454,0.5430591106414795,0.6739681959152222,-0.03633983060717583,0.5215082764625549,0.6762727499008179,-0.017647599801421165,0.502730667591095,0.6920210719108582,-0.006069470662623644,A
